,Date,High,Low,Open,Close
40,2016-11-12,716.93,685.01,704.27,711.1
41,2016-11-15,751.91,708.14,711.1,746.96
42,2016-11-18,755.34,712.77,746.96,736.19
43,2016-11-21,754.01,726.19,736.19,735.31
44,2016-11-24,741.25,725.62,735.31,729.42
45,2016-11-27,745.39,727.74,729.42,742.49
46,2016-11-30,779.02,741.08,742.49,764.24
47,2016-12-03,769.23,746.01,764.24,758.21
48,2016-12-06,773.48,754.27,758.21,770.48
49,2016-12-09,781.26,763,770.48,778.47
50,2016-12-12,790.33,767.77,778.47,775.21
51,2016-12-15,791.57,773.31,775.21,789.01
52,2016-12-18,833.13,786.31,789.01,829.21
53,2016-12-21,920.49,828.87,829.21,891.07
54,2016-12-24,937.91,851.42,891.07,925.78
55,2016-12-27,982.57,925.49,925.78,959.04
56,2016-12-30,1031.68,942.4,959.04,1017.05
57,2017-01-02,1150.63,874.53,1017.05,989.35
58,2017-01-05,1027.42,806.66,989.35,900.86
59,2017-01-08,917.65,751.63,900.86,785.43
60,2017-01-11,838.9,739.55,785.43,819.63
61,2017-01-14,906.38,808.63,819.63,899.66
62,2017-01-17,913.67,845.87,899.66,892.91
63,2017-01-20,938.38,888.62,892.91,921.46
64,2017-01-23,925.61,883.63,921.46,915.56
65,2017-01-26,922.56,907.92,915.56,914.55
66,2017-01-29,986.57,911.51,914.55,982.43
67,2017-02-01,1041.04,973.5,982.43,1031.85
68,2017-02-04,1054.1,1004.05,1031.85,1049.56
69,2017-02-07,1073.03,924.65,1049.56,997.61
70,2017-02-10,1014.32,975.1,997.61,995.36
71,2017-02-13,1040.28,986.46,995.36,1031.93
72,2017-02-16,1063.21,1025.87,1031.93,1048.89
73,2017-02-19,1132.25,1040.99,1048.89,1120.46
74,2017-02-22,1211.74,1092.41,1120.46,1149.05
75,2017-02-25,1208.22,1130.61,1149.05,1189.27
76,2017-02-28,1291.35,1154.55,1189.27,1283.3
77,2017-03-03,1285.78,1228.73,1283.3,1277.01
78,2017-03-06,1280.89,1129.35,1277.01,1191.33
79,2017-03-09,1330.42,988.69,1191.33,1225.11
80,2017-03-12,1256.95,1205.61,1225.11,1253.43
81,2017-03-15,1260.24,940.18,1253.43,971.38
82,2017-03-18,1125.53,967.31,971.38,1121.29
83,2017-03-21,1121.88,927.35,1121.29,939.7
84,2017-03-24,1048.85,890.43,939.7,1045.14
85,2017-03-27,1068.41,1008.34,1045.14,1037.91
86,2017-03-30,1109.48,1035.18,1037.91,1097.4
87,2017-04-02,1161.19,1095.55,1097.4,1129.87
88,2017-04-05,1201.55,1130.51,1129.87,1180.78
89,2017-04-08,1229.57,1173.99,1180.78,1220.74
90,2017-04-11,1225.46,1150.29,1220.74,1177.33
91,2017-04-14,1202.97,841.53,1177.33,1194.01
92,2017-04-17,1246.64,1191.14,1194.01,1238.09
93,2017-04-20,1256.97,1215.78,1238.09,1249.14
94,2017-04-23,1309.2,1234.86,1249.14,1286.63
95,2017-04-26,1356.15,1285.3,1286.63,1336.28
96,2017-04-29,1471.14,1309.66,1336.28,1445.93
97,2017-05-02,1609.84,1424.05,1445.93,1507.77
98,2017-05-05,1667.67,1495.18,1507.77,1664.47
99,2017-05-08,1864.76,1619.97,1664.47,1819.29
100,2017-05-11,1822.51,1594.59,1819.29,1772.55
101,2017-05-14,1842.83,1653.72,1772.55,1801.3
102,2017-05-17,2048.45,1791.12,1801.3,2040.18
103,2017-05-20,2286.3,1980.07,2040.18,2272.58
104,2017-05-23,2781.76,2051.45,2272.58,2244.89
105,2017-05-26,2337.35,1868.56,2244.89,2278.21
106,2017-05-29,2460.84,2147.1,2278.21,2412.65
107,2017-06-01,2582.77,2385.59,2412.65,2524.06
108,2017-06-04,2931.24,2523.92,2524.06,2691.51
109,2017-06-07,2914.19,2623.61,2691.51,2900.25
110,2017-06-10,2985.06,2483.63,2900.25,2712.99
111,2017-06-13,2803.72,2125.56,2712.99,2508.58
112,2017-06-16,2690.71,2454.81,2508.58,2616.82
113,2017-06-19,2804.41,2613.98,2616.82,2722.84
114,2017-06-22,2759.66,2472.37,2722.84,2541.62
115,2017-06-25,2616.95,2309.63,2541.62,2577.74
116,2017-06-28,2605.86,2387.47,2577.74,2424.61
117,2017-07-01,2658.73,2375.86,2424.61,2617.32
118,2017-07-04,2642.74,2484.73,2617.32,2513.88
119,2017-07-07,2576.73,2271.79,2513.88,2344.02
120,2017-07-10,2436.66,2262.08,2344.02,2362.44
121,2017-07-13,2370.53,1808.99,2362.44,1914.09
122,2017-07-16,2412.38,1913.79,1914.09,2282.58
123,2017-07-19,2932.81,2282.11,2282.58,2836.53
124,2017-07-22,2856.67,2472.62,2836.53,2582.58
125,2017-07-25,2843.78,2441.54,2582.58,2806.75
126,2017-07-28,2916.3,2621.68,2806.75,2883.27
127,2017-07-31,2946.02,2659.62,2883.27,2809.99
128,2017-08-03,3344.01,2779.51,2809.99,3232.03
129,2017-08-06,3494.87,3198.51,3232.03,3348.79
130,2017-08-09,3967.26,3322.92,3348.79,3871.62
131,2017-08-12,4436.48,3837.13,3871.62,4161.66
132,2017-08-15,4487.5,3938.62,4161.66,4105.37
133,2017-08-18,4189.68,3957.46,4105.37,4005.1
134,2017-08-21,4364.11,3612.21,4005.1,4318.35
135,2017-08-24,4461.71,4263.28,4318.35,4345.75
136,2017-08-27,4647.83,4195.23,4345.75,4583.02
137,2017-08-30,4976.52,4448.64,4583.02,4573.8
138,2017-09-02,4719.78,4004.62,4573.8,4409.08
139,2017-09-05,4699.59,4130.88,4409.08,4326.45
140,2017-09-08,4402.15,4032.15,4326.45,4217.9
141,2017-09-11,4387.76,3218.98,4217.9,3243.08
142,2017-09-14,3893.67,2979.88,3243.08,3689.61
143,2017-09-17,4122.75,3689,3689.61,3882.16
144,2017-09-20,3912.79,3505.81,3882.16,3788.02
145,2017-09-23,3982.31,3633.88,3788.02,3892.7
146,2017-09-26,4274.64,3882.08,3892.7,4172.79
147,2017-09-29,4477.38,4164.25,4172.79,4401.32
148,2017-10-02,4435.99,4143.35,4401.32,4321.44
149,2017-10-05,4622.87,4296.93,4321.44,4611.7
150,2017-10-08,4930,4556.15,4611.7,4824.2
151,2017-10-11,5852.78,4814.98,4824.2,5824.71
152,2017-10-14,5862.69,5448.22,5824.71,5598.58
153,2017-10-17,6075.32,5114.87,5598.58,5993.11
154,2017-10-20,6187.2,5644.22,5993.11,5903.61
155,2017-10-23,5970.4,5375.64,5903.61,5887.61
156,2017-10-26,6295.43,5654.8,5887.62,6147.52
157,2017-10-29,6738.74,6018.97,6147.7,6737.78
158,2017-11-01,7492.24,6737.77,6737.78,7363.8
159,2017-11-04,7599.44,6934.73,7363.8,7102.75
160,2017-11-07,7869.1,6406.05,7102.23,6565.8
161,2017-11-10,6821.5,5493.64,6565.8,6522.45
162,2017-11-13,7964.64,6419.18,6522.45,7853.68
163,2017-11-16,8100.87,7458.9,7853.68,8042.64
164,2017-11-19,8368.36,7819.06,8042.64,8234.55
165,2017-11-22,8761.98,7900.17,8234.5,8754.69
166,2017-11-25,9969.58,8746.56,8754.62,9906.04
167,2017-11-28,11417.84,8938.7,9906.04,10861.47
168,2017-12-01,11851.09,10578.43,10861.47,11623.91
169,2017-12-04,16879.26,11486.13,11624.37,16850.31
170,2017-12-07,17294.85,13031,16867.98,15059.6
171,2017-12-10,17560.65,15024.56,15060.45,16286.82
172,2017-12-13,19587.7,16023.64,16286.82,19345.49
173,2017-12-16,19870.62,16812.8,19346.6,17523.7
174,2017-12-19,17813.6,10875.71,17521.73,13664.97
175,2017-12-22,15493.23,12166.45,13664.97,13833.49
176,2017-12-25,16514.59,13466.07,13830.19,14398.7
177,2017-12-28,15109.81,11962.09,14398.45,13850.4
178,2017-12-31,15435.01,12877.67,13850.49,15156.62
179,2018-01-03,17252.85,14244.67,15156.49,17172.3
180,2018-01-06,17184.81,13902.31,17174.5,14468.5
181,2018-01-09,14979.96,12825.95,14468.09,13841.19
182,2018-01-12,14595.04,13031.91,13841.19,13631.98
183,2018-01-15,13648.84,9205.38,13634.6,11175.52
184,2018-01-18,13031.04,10867.18,11175.52,11549.93
185,2018-01-21,11913.74,9980.5,11549.98,11429.02
186,2018-01-24,11741.92,10346.86,11428.11,11459.71
187,2018-01-27,12064.19,9871.21,11460.39,10107.26
188,2018-01-30,10377.96,7786.2,10107.4,8870.82
189,2018-02-02,9504.37,6627.31,8872.87,6937.08
190,2018-02-05,8643.94,5968.36,6936.43,8260.69
191,2018-02-08,9081.49,7775.36,8259.26,8084.61
192,2018-02-11,9508.22,8084.41,8084.61,9485.64
193,2018-02-14,11119.45,9363.38,9485.64,11097.21
194,2018-02-17,11802.23,10161.01,11097.21,11256.43
195,2018-02-20,11295.58,9604,11256.78,10175.51
196,2018-02-23,10528,9329.44,10175.51,10326.5
197,2018-02-26,11090.3,10154.24,10326.5,10929.37
198,2018-03-01,11539.79,10801.45,10929.37,11504.42
199,2018-03-04,11694.15,9470.73,11503.94,9928.56
200,2018-03-07,10119.21,8393.45,9928.56,9366.95
