Date,High,Low,Open,Close
2013-09-05,134,121.25,130.2,126.32
2013-09-08,145.9,124,126.32,142.1
2013-09-11,145.6,136.5,142.1,136.71
2013-09-14,142.23,135.04,136.71,139.15
2013-09-17,142,131,139.15,133.81
2013-09-20,135.99,131,133.81,133.4
2013-09-23,139,132.5,133.4,137.1
2013-09-26,145.81,134.83,137.1,143.88
2013-09-29,145.81,109.7,143.88,123
2013-10-02,139.8,120.1,123,136.7
2013-10-05,139,134.1,136.7,136.49
2013-10-08,142.1,135.8,136.49,140.1
2013-10-11,153.69,139.39,140.1,151.37
2013-10-14,162.99,144.2,151.37,157.59
2013-10-17,195.8,156.49,157.59,186.1
2013-10-20,227.98,183.18,186.1,227.97
2013-10-23,233.38,175.3,227.97,188.56
2013-10-26,216.5,188.95,188.56,216
2013-10-29,216.49,203.99,216,213.43
2013-11-01,238.98,211,213.43,238.16
2013-11-04,324.21,229,238.16,309.65
2013-11-07,394.99,289.96,309.65,336.32
2013-11-10,444.97,321.41,336.32,434.85
2013-11-13,476.94,402.54,434.85,461.96
2013-11-16,900.92,456.98,461.96,645.69
2013-11-19,821.99,453.29,645.69,802
2013-11-22,890.03,745.21,802,829.99
2013-11-25,1224.48,825.08,829.99,1101.38
2013-11-28,1241.92,840.27,1101.38,1004.39
2013-12-01,1239.7,974.97,1004.39,1237.55
2013-12-04,1239.86,576.03,1237.55,697.02
2013-12-07,1067.7,653.03,697.02,1033.72
2013-12-10,1056.76,839.51,1033.72,936.77
2013-12-13,947.93,714.03,936.77,759.92
2013-12-16,779.96,454.86,759.92,731.95
2013-12-19,774.39,610,731.95,639.49
2013-12-22,729.94,631.01,639.49,707.25
2013-12-25,836.83,707.21,707.25,761.99
2013-12-28,818.83,734.98,761.99,805.94
2013-12-31,888.23,770.97,805.94,884.26
2014-01-03,1093.44,848.32,884.26,1012.65
2014-01-06,1043.98,858.9,1012.65,936.95
2014-01-09,1022.67,905.88,936.95,939.79
2014-01-12,973.09,879.94,939.79,941.22
2014-01-15,955.53,867.22,941.22,905.72
2014-01-18,980.54,901.88,905.72,962.21
2014-01-21,973.94,902.89,962.21,916.55
2014-01-24,1038.06,915.86,916.55,943.54
2014-01-27,972.61,909.46,943.54,941.39
2014-01-30,969.19,924.59,941.39,953.31
2014-02-02,959.58,890.05,953.31,904.52
2014-02-05,908.77,632.08,904.52,648.78
2014-02-08,700.04,500.04,648.78,578.96
2014-02-11,585.12,302.18,578.96,427.68
2014-02-14,540.03,220.37,427.68,272.28
2014-02-17,370.12,109.22,272.28,111.92
2014-02-20,349.15,91.66,111.92,310.17
2014-02-23,650,102.33,310.17,593.14
2014-02-26,629.9,262.77,593.14,557.39
2014-03-01,695.44,541.54,557.39,661.85
2014-03-04,665.97,600.31,661.85,616.73
2014-03-07,637.6,588.58,616.73,612.97
2014-03-10,640.79,599.92,612.97,625.04
2014-03-13,631.23,609.18,625.04,619.14
2014-03-16,622.49,585.66,619.14,594.96
2014-03-19,598.41,537.16,594.96,564.34
2014-03-22,572.52,531.27,564.34,562.89
2014-03-25,575.42,453.75,562.89,482.61
2014-03-28,494.28,422.49,482.61,444.66
2014-03-31,487.35,386.67,444.66,436.31
2014-04-03,472.38,415.51,436.31,455.69
2014-04-06,485.06,447.98,455.69,457.34
2014-04-09,469.83,355.71,457.34,437.65
2014-04-12,526.63,409.85,437.65,526.43
2014-04-15,549.05,472,526.43,485.52
2014-04-18,524.67,473.16,485.52,495.16
2014-04-21,520.51,477.22,495.16,500.29
2014-04-24,502.49,437.39,500.29,443.18
2014-04-27,453.78,420.78,443.18,445.63
2014-04-30,464.49,429.09,445.63,438.65
2014-05-03,446.61,420.23,438.65,432.19
2014-05-06,458.78,423.55,432.19,445.45
2014-05-09,459.46,429.02,445.45,438.21
2014-05-12,450.03,432.74,438.21,448.1
2014-05-15,455.94,441.86,448.1,450.14
2014-05-18,495.21,437.25,450.14,488.84
2014-05-21,540.88,485.55,488.84,520.46
2014-05-24,586.41,520.53,520.46,570.1
2014-05-27,613.26,557.7,570.1,612.35
2014-05-30,674.98,604.73,612.35,655.49
2014-06-02,676.47,602.1,655.49,660.18
2014-06-05,663.84,641.02,660.18,651.05
2014-06-08,663.04,639.08,651.05,642.95
2014-06-11,643.8,563.68,642.95,583.42
2014-06-14,608.43,560.85,583.42,605.09
2014-06-17,614.4,587.1,605.09,590.75
2014-06-20,610.08,582.86,590.75,591.17
2014-06-23,595.65,565.85,591.17,582.7
2014-06-26,608.76,580.14,582.7,601.06
2014-06-29,652.54,596.55,601.06,645.72
2014-07-02,646.4,619.69,645.72,622.96
2014-07-05,629.44,607.32,622.96,615.32
2014-07-08,633.62,610.53,615.32,632.9
2014-07-11,638.64,616.06,632.9,618.32
2014-07-14,632.55,610.01,618.32,626.58
2014-07-17,634.14,617.92,626.58,620.98
2014-07-20,628.81,615.02,620.98,621.69
2014-07-23,621.96,593.25,621.69,596
2014-07-26,601.49,578.14,596,585.77
2014-07-29,603.99,564.01,585.77,598.78
2014-08-01,598.91,580.62,598.78,592.77
2014-08-04,595.08,585.44,592.77,592.8
2014-08-07,608.2,587.41,592.8,592.06
2014-08-10,593.62,523.15,592.06,542.1
2014-08-13,544.94,483.21,542.1,522.01
2014-08-16,524.71,449.95,522.01,485.12
2014-08-19,537.17,468.51,485.12,516.1
2014-08-22,516.82,493.98,516.1,502.93
2014-08-25,527.37,501.81,502.93,510.75
2014-08-28,515.18,478.31,510.75,481.78
2014-08-31,487.47,470.54,481.78,480.04
2014-09-03,498.47,476.26,480.04,484.47
2014-09-06,490.72,467.52,484.47,474.9
2014-09-09,491.04,471.14,474.9,477.73
2014-09-12,480.64,471.96,477.73,477.71
2014-09-15,478.81,408.77,477.71,424.26
2014-09-18,429.17,386.1,424.26,401.62
2014-09-21,445.51,394.75,401.62,423.77
2014-09-24,427.55,394.69,423.77,399.02
2014-09-27,402.27,372.63,399.02,388.17
2014-09-30,395.13,362.81,388.17,363.45
2014-10-03,369.88,294.92,363.45,331.55
2014-10-06,384.61,321.74,331.55,360.91
2014-10-09,378.13,350.49,360.91,373.17
2014-10-12,407.74,366.04,373.17,393.17
2014-10-15,398.84,371.56,393.17,390.88
2014-10-18,394.49,377.42,390.88,382.35
2014-10-21,383.69,351.41,382.35,355.1
2014-10-24,356.8,341.53,355.1,350.09
2014-10-27,355.72,333.44,350.09,344.86
2014-10-30,347.97,319.81,344.86,322.55
2014-11-02,341.98,320.11,322.55,338.01
2014-11-05,351.61,335.74,338.01,343.54
2014-11-08,374.67,341.78,343.54,365.42
2014-11-11,480.45,365.81,365.42,396.53
2014-11-14,412.33,367.97,396.53,384.69
2014-11-17,394.94,355.11,384.69,357.3
2014-11-20,370.59,343.8,357.3,365.85
2014-11-23,395.73,361.92,365.85,365.35
2014-11-26,389.3,358.37,365.35,376.28
2014-11-29,384.87,372.57,376.28,380.64
2014-12-02,384.67,366.24,380.64,377.63
2014-12-05,380.33,364.6,377.63,364.95
2014-12-08,367.13,337.8,364.95,347.68
2014-12-11,356.43,343.81,347.68,349.35
2014-12-14,351.22,314.31,349.35,320.02
2014-12-17,332.62,303.4,320.02,330.35
2014-12-20,339.32,319.89,330.35,335.25
2014-12-23,336.28,316.3,335.25,329.98
2014-12-26,330.7,308.28,329.98,314.12
2014-12-29,321.36,308.89,314.12,314.89
2015-01-01,316.4,255.87,314.89,264.72
2015-01-04,296.06,262.89,264.72,291.34
2015-01-07,292.71,271.98,291.34,273.35
2015-01-10,278.01,217.1,273.35,221.29
2015-01-13,231.26,157.29,221.29,206.92
2015-01-16,220.73,191.71,206.92,215.87
2015-01-19,238.78,203.42,215.87,232.7
2015-01-22,256.43,224.84,232.7,252.09
2015-01-25,310.91,228.06,252.09,236.17
2015-01-28,244.83,216.46,236.17,218.51
2015-01-31,247.48,209.71,218.51,227.41
2015-02-03,230.71,214.35,227.41,222.96
2015-02-06,231,215.66,222.96,220.34
2015-02-09,223.53,214.44,220.34,221.79
2015-02-12,264.57,220.62,221.79,233.27
2015-02-15,247.17,228.01,233.27,235.2
2015-02-18,247.76,234.87,235.2,244.41
2015-02-21,246.54,231.33,244.41,238.89
2015-02-24,258.72,233.5,238.89,253.47
2015-02-27,274.8,244.77,253.47,273.75
2015-03-02,287.06,262.81,273.75,275.23
2015-03-05,278.78,269.02,275.23,274.49
2015-03-08,300.96,273.79,274.49,295.6
2015-03-11,296.98,279.3,295.6,281.6
2015-03-14,294.01,280.37,281.6,285.38
2015-03-17,285.65,247,285.38,261.78
2015-03-20,271.01,254.02,261.78,265.46
2015-03-23,267.02,234.84,265.46,248.02
2015-03-26,254.25,238.93,248.02,242.08
2015-03-29,248.83,236.55,242.08,246.24
2015-04-01,256.53,244.25,246.24,252.89
2015-04-04,261.45,250.15,252.89,252.97
2015-04-07,254.26,231.3,252.97,234.73
2015-04-10,240,220.36,234.73,223.59
2015-04-13,229.53,214.27,223.59,227.98
2015-04-16,229.28,220.56,227.98,223.02
2015-04-19,238.4,221.58,223.02,233.78
2015-04-22,236.55,223.05,233.78,226.14
2015-04-25,242.65,214.14,226.14,225.81
2015-04-28,240.01,222.25,225.81,233.21
2015-05-01,243.58,231.73,233.21,238.97
2015-05-04,240.25,228.24,238.97,237.73
2015-05-07,247.87,235.77,237.73,239.96
2015-05-10,243.95,234.07,239.96,236.38
2015-05-13,239.17,232.36,236.38,236.23
2015-05-16,237.77,231.27,236.23,232.02
2015-05-19,242,231.47,232.02,240.37
2015-05-22,242.39,235.81,240.37,237.41
2015-05-25,238.99,235.58,237.41,237.32
2015-05-28,237.89,229.13,237.32,229.84
2015-05-31,231.76,220.97,229.84,225.59
2015-06-03,226.71,222.15,225.59,224.74
2015-06-06,231.36,222.21,224.74,229.56
2015-06-09,231.58,227.84,229.56,230.46
2015-06-12,238.55,229.01,230.46,237
2015-06-15,258.48,235.7,237,248.44
2015-06-18,250.81,238.7,248.44,244.1
2015-06-21,248.6,239.05,244.1,240.56
2015-06-24,251.57,239.32,240.56,250.73
2015-06-27,268.73,246.62,250.73,264.12
2015-06-30,265,252.44,264.12,255.4
2015-07-03,277.48,253.37,255.4,269.08
2015-07-06,273.57,263.18,269.08,269.14
2015-07-09,315.88,266.91,269.14,310.44
2015-07-12,310.88,276.85,310.44,283.42
2015-07-15,290.84,243.24,283.42,274.05
2015-07-18,281.05,271.82,274.05,275.09
2015-07-21,289.81,273.12,275.09,288.37
2015-07-24,295.79,284.67,288.37,293.01
2015-07-27,296.68,284.91,293.01,287.02
2015-07-30,288.69,275.93,287.02,281.36
2015-08-02,285.66,278.94,281.36,281.72
2015-08-05,281.98,257.42,281.72,258.6
2015-08-08,269.9,258.56,258.6,269.03
2015-08-11,271.5,260.21,269.03,265.03
2015-08-14,266.55,252.87,265.03,257.13
2015-08-17,257.53,214.29,257.13,234.66
2015-08-20,236.3,221.04,234.66,226.75
2015-08-23,230.69,196.26,226.75,224.97
2015-08-26,234.81,219.6,224.97,228.5
2015-08-29,232.32,224.2,228.5,227.18
2015-09-01,231.06,225.36,227.18,230.25
2015-09-04,243.64,228.29,230.25,239.58
2015-09-07,246.38,234.31,239.58,238.08
2015-09-10,241.02,228.28,238.08,230.19
2015-09-13,242.83,225.05,230.19,228.6
2015-09-16,235.17,227.95,228.6,231.11
2015-09-19,233.24,224.07,231.11,230.01
2015-09-22,237.58,228.5,230.01,235.03
2015-09-25,240.39,231.84,235.03,238.87
2015-09-28,240.39,234.39,238.87,237.05
2015-10-01,277.58,235.14,237.05,238.33
2015-10-04,247.61,236.41,238.33,242.98
2015-10-07,245.93,241.34,242.98,245.35
2015-10-10,251.19,243.11,245.35,248.78
2015-10-13,267.27,248.28,248.78,262.87
2015-10-16,275.41,259.53,262.87,263.82
2015-10-19,278.74,262.7,263.82,274.42
2015-10-22,295.56,273.17,274.42,287.86
2015-10-25,307.46,279.62,287.86,303.54
2015-10-28,334.92,300.16,303.54,311.24
2015-10-31,416.78,304.72,311.24,396.49
2015-11-03,492.8,348.84,396.49,369.81
2015-11-06,391.75,360.17,369.81,380.22
2015-11-09,381.38,292.38,380.22,333.85
2015-11-12,369.8,314.16,333.85,317.45
2015-11-15,342.91,314.06,317.45,335.92
2015-11-18,335.64,309.48,335.92,324.7
2015-11-21,326.94,315.54,324.7,318.35
2015-11-24,368.92,315.69,318.35,359.52
2015-11-27,382.56,350.49,359.52,377.97
2015-11-30,379.02,347.16,377.97,360.31
2015-12-03,402.19,354.31,360.31,393.38
2015-12-06,424.58,381.69,393.38,416
2015-12-09,467.71,403.69,416,432.29
2015-12-12,464.23,420.76,432.29,462.65
2015-12-15,466.12,437.37,462.65,463.18
2015-12-18,465.99,423.99,463.18,437.59
2015-12-21,460.62,433.25,437.59,452.98
2015-12-24,457.44,400.45,452.98,422.39
2015-12-27,435.04,417.14,422.39,427.15
2015-12-30,437.95,417.14,427.15,433.72
2016-01-02,435.26,423.09,433.72,431.2
2016-01-05,462.92,425,431.2,452.87
2016-01-08,454.55,438.62,452.87,447.72
2016-01-11,448.41,420.39,447.72,429.13
2016-01-14,430.15,350.39,429.13,382.47
2016-01-17,425.72,373.21,382.47,414.58
2016-01-20,423.42,374.9,414.58,388.61
2016-01-23,405.4,385.53,388.61,389.78
2016-01-26,397.37,363.49,389.78,380.29
2016-01-29,381.75,365.27,380.29,372.18
2016-02-01,391.83,366.2,372.18,390.65
2016-02-04,391.15,372.87,390.65,377.94
2016-02-07,385.38,371.42,377.94,381.88
2016-02-10,392.57,372.75,381.88,390.1
2016-02-13,410.85,390.06,390.1,406.42
2016-02-16,425.51,405.05,406.42,419.98
2016-02-19,447.61,419.49,419.98,437.79
2016-02-22,440.76,410.36,437.79,423.48
2016-02-25,435.62,419.11,423.48,432.47
2016-02-28,441.32,423.85,432.47,425.36
2016-03-02,425.83,386.93,425.36,399
2016-03-05,416.72,393.09,399,411.9
2016-03-08,422.4,408.94,411.9,419.11
2016-03-11,420.67,407.03,419.11,414.31
2016-03-14,419.56,412.31,414.31,418.16
2016-03-17,418.58,402.13,418.16,411.53
2016-03-20,419.58,407.25,411.53,416.98
2016-03-23,417.71,412.41,416.98,416.51
2016-03-26,427.36,406.36,416.51,415
2016-03-29,417.16,408.4,415,415.64
2016-04-01,420.39,415.09,415.64,419.33
2016-04-04,423.67,417.94,419.33,420.14
2016-04-07,423.51,412.39,420.14,420.25
2016-04-10,426.69,418.11,420.25,423.47
2016-04-13,432,421.84,423.47,430.05
2016-04-16,436.07,423.79,430.05,434.92
2016-04-19,450.8,432.51,434.92,445.28
2016-04-22,466.23,443.07,445.28,461.73
2016-04-25,468.86,433.9,461.73,448.48
2016-04-28,456.86,445.22,448.48,452.24
2016-05-01,453.87,440.21,452.24,445.8
2016-05-04,461.48,444.35,445.8,458.46
2016-05-07,464.18,446.81,458.46,449.36
2016-05-10,457.22,448.4,449.36,455.41
2016-05-13,460.28,450.73,455.41,454.87
2016-05-16,456.65,441.12,454.87,442.66
2016-05-19,447.76,435.42,442.66,439.62
2016-05-22,451.21,438.24,439.62,449.78
2016-05-25,531.76,447.67,449.78,524.22
2016-05-28,548.04,493.22,524.22,528.92
2016-05-31,573.72,521.3,528.92,567.03
2016-06-03,592.68,560.87,567.03,583.58
2016-06-06,591.32,543.63,583.58,574.69
2016-06-09,683.85,571.14,574.69,666.55
2016-06-12,718.24,652.78,666.55,690.77
2016-06-15,776.04,687.43,690.77,753.77
2016-06-18,765.1,626.05,753.77,667.38
2016-06-21,687.39,539.28,667.38,656.89
2016-06-24,688.1,609.9,656.89,644.66
2016-06-27,673.04,621.76,644.66,670.02
2016-06-30,701.49,644.61,670.02,661.64
2016-07-03,679.19,644.04,661.64,672.7
2016-07-06,676.19,604.95,672.7,651.83
2016-07-09,673.19,636.8,651.83,670.56
2016-07-12,672.02,646.31,670.56,664.2
2016-07-15,680.94,655.72,664.2,670.38
2016-07-18,673.24,657.82,670.38,664.62
2016-07-21,669.44,645.69,664.62,659.29
2016-07-24,662.51,643.49,659.29,654.54
2016-07-27,657.96,650.81,654.54,654.74
2016-07-30,654.92,471.36,654.74,513.43
2016-08-02,584.89,514.09,513.43,574.66
2016-08-05,596.68,565.33,574.66,589.24
2016-08-08,600.52,580.87,589.24,587.84
2016-08-11,591.14,559.93,587.84,569.06
2016-08-14,583.38,559.28,569.06,572.34
2016-08-17,583.5,566.25,572.34,582.61
2016-08-20,591.9,577.13,582.61,583.56
2016-08-23,584.47,570.81,583.56,579.37
2016-08-26,580.41,567.25,579.37,574.23
2016-08-29,704.97,569.37,574.23,571.99
2016-09-01,615.2,569.3,571.99,609.55
2016-09-04,616.48,598.77,609.55,613.21
2016-09-07,629.3,611.25,613.21,624.52
2016-09-10,630.77,592.79,624.52,608.61
2016-09-13,612.16,605.1,608.61,607.78
2016-09-16,612.41,604.52,607.78,609.85
2016-09-19,611.27,591.69,609.85,595.63
2016-09-22,605.92,594.11,595.63,601.49
2016-09-25,608.97,598.17,601.49,604.67
2016-09-28,615,602.01,604.67,613.41
2016-10-01,614.21,606.5,613.41,608.96
2016-10-04,619.43,607.98,608.96,616.03
2016-10-07,619.56,612.76,616.03,617.29
2016-10-10,642.51,615.6,617.29,635.6
2016-10-13,642.18,630.66,635.6,640.12
2016-10-16,641.29,624.09,640.12,629.06
2016-10-19,659.89,625.48,629.06,655.48
2016-10-22,662.54,645.68,655.48,651
2016-10-25,688.43,651.39,651,686.24
2016-10-28,720.19,682.17,686.24,698.67
2016-10-31,744.43,670.4,698.67,684.87
2016-11-03,714.13,681.27,684.87,709.91
2016-11-06,741.23,698.35,709.91,721.42
2016-11-09,723.02,701.08,721.42,704.27
2016-11-12,716.93,685.01,704.27,711.1
2016-11-15,751.91,708.14,711.1,746.96
2016-11-18,755.34,712.77,746.96,736.19
2016-11-21,754.01,726.19,736.19,735.31
2016-11-24,741.25,725.62,735.31,729.42
2016-11-27,745.39,727.74,729.42,742.49
2016-11-30,779.02,741.08,742.49,764.24
2016-12-03,769.23,746.01,764.24,758.21
2016-12-06,773.48,754.27,758.21,770.48
2016-12-09,781.26,763,770.48,778.47
2016-12-12,790.33,767.77,778.47,775.21
2016-12-15,791.57,773.31,775.21,789.01
2016-12-18,833.13,786.31,789.01,829.21
2016-12-21,920.49,828.87,829.21,891.07
2016-12-24,937.91,851.42,891.07,925.78
2016-12-27,982.57,925.49,925.78,959.04
2016-12-30,1031.68,942.4,959.04,1017.05
2017-01-02,1150.63,874.53,1017.05,989.35
2017-01-05,1027.42,806.66,989.35,900.86
2017-01-08,917.65,751.63,900.86,785.43
2017-01-11,838.9,739.55,785.43,819.63
2017-01-14,906.38,808.63,819.63,899.66
2017-01-17,913.67,845.87,899.66,892.91
2017-01-20,938.38,888.62,892.91,921.46
2017-01-23,925.61,883.63,921.46,915.56
2017-01-26,922.56,907.92,915.56,914.55
2017-01-29,986.57,911.51,914.55,982.43
2017-02-01,1041.04,973.5,982.43,1031.85
2017-02-04,1054.1,1004.05,1031.85,1049.56
2017-02-07,1073.03,924.65,1049.56,997.61
2017-02-10,1014.32,975.1,997.61,995.36
2017-02-13,1040.28,986.46,995.36,1031.93
2017-02-16,1063.21,1025.87,1031.93,1048.89
2017-02-19,1132.25,1040.99,1048.89,1120.46
2017-02-22,1211.74,1092.41,1120.46,1149.05
2017-02-25,1208.22,1130.61,1149.05,1189.27
2017-02-28,1291.35,1154.55,1189.27,1283.3
2017-03-03,1285.78,1228.73,1283.3,1277.01
2017-03-06,1280.89,1129.35,1277.01,1191.33
2017-03-09,1330.42,988.69,1191.33,1225.11
2017-03-12,1256.95,1205.61,1225.11,1253.43
2017-03-15,1260.24,940.18,1253.43,971.38
2017-03-18,1125.53,967.31,971.38,1121.29
2017-03-21,1121.88,927.35,1121.29,939.7
2017-03-24,1048.85,890.43,939.7,1045.14
2017-03-27,1068.41,1008.34,1045.14,1037.91
2017-03-30,1109.48,1035.18,1037.91,1097.4
2017-04-02,1161.19,1095.55,1097.4,1129.87
2017-04-05,1201.55,1130.51,1129.87,1180.78
2017-04-08,1229.57,1173.99,1180.78,1220.74
2017-04-11,1225.46,1150.29,1220.74,1177.33
2017-04-14,1202.97,841.53,1177.33,1194.01
2017-04-17,1246.64,1191.14,1194.01,1238.09
2017-04-20,1256.97,1215.78,1238.09,1249.14
2017-04-23,1309.2,1234.86,1249.14,1286.63
2017-04-26,1356.15,1285.3,1286.63,1336.28
2017-04-29,1471.14,1309.66,1336.28,1445.93
2017-05-02,1609.84,1424.05,1445.93,1507.77
2017-05-05,1667.67,1495.18,1507.77,1664.47
2017-05-08,1864.76,1619.97,1664.47,1819.29
2017-05-11,1822.51,1594.59,1819.29,1772.55
2017-05-14,1842.83,1653.72,1772.55,1801.3
2017-05-17,2048.45,1791.12,1801.3,2040.18
2017-05-20,2286.3,1980.07,2040.18,2272.58
2017-05-23,2781.76,2051.45,2272.58,2244.89
2017-05-26,2337.35,1868.56,2244.89,2278.21
2017-05-29,2460.84,2147.1,2278.21,2412.65
2017-06-01,2582.77,2385.59,2412.65,2524.06
2017-06-04,2931.24,2523.92,2524.06,2691.51
2017-06-07,2914.19,2623.61,2691.51,2900.25
2017-06-10,2985.06,2483.63,2900.25,2712.99
2017-06-13,2803.72,2125.56,2712.99,2508.58
2017-06-16,2690.71,2454.81,2508.58,2616.82
2017-06-19,2804.41,2613.98,2616.82,2722.84
2017-06-22,2759.66,2472.37,2722.84,2541.62
2017-06-25,2616.95,2309.63,2541.62,2577.74
2017-06-28,2605.86,2387.47,2577.74,2424.61
2017-07-01,2658.73,2375.86,2424.61,2617.32
2017-07-04,2642.74,2484.73,2617.32,2513.88
2017-07-07,2576.73,2271.79,2513.88,2344.02
2017-07-10,2436.66,2262.08,2344.02,2362.44
2017-07-13,2370.53,1808.99,2362.44,1914.09
2017-07-16,2412.38,1913.79,1914.09,2282.58
2017-07-19,2932.81,2282.11,2282.58,2836.53
2017-07-22,2856.67,2472.62,2836.53,2582.58
2017-07-25,2843.78,2441.54,2582.58,2806.75
2017-07-28,2916.3,2621.68,2806.75,2883.27
2017-07-31,2946.02,2659.62,2883.27,2809.99
2017-08-03,3344.01,2779.51,2809.99,3232.03
2017-08-06,3494.87,3198.51,3232.03,3348.79
2017-08-09,3967.26,3322.92,3348.79,3871.62
2017-08-12,4436.48,3837.13,3871.62,4161.66
2017-08-15,4487.5,3938.62,4161.66,4105.37
2017-08-18,4189.68,3957.46,4105.37,4005.1
2017-08-21,4364.11,3612.21,4005.1,4318.35
2017-08-24,4461.71,4263.28,4318.35,4345.75
2017-08-27,4647.83,4195.23,4345.75,4583.02
2017-08-30,4976.52,4448.64,4583.02,4573.8
2017-09-02,4719.78,4004.62,4573.8,4409.08
2017-09-05,4699.59,4130.88,4409.08,4326.45
2017-09-08,4402.15,4032.15,4326.45,4217.9
2017-09-11,4387.76,3218.98,4217.9,3243.08
2017-09-14,3893.67,2979.88,3243.08,3689.61
2017-09-17,4122.75,3689,3689.61,3882.16
2017-09-20,3912.79,3505.81,3882.16,3788.02
2017-09-23,3982.31,3633.88,3788.02,3892.7
2017-09-26,4274.64,3882.08,3892.7,4172.79
2017-09-29,4477.38,4164.25,4172.79,4401.32
2017-10-02,4435.99,4143.35,4401.32,4321.44
2017-10-05,4622.87,4296.93,4321.44,4611.7
2017-10-08,4930,4556.15,4611.7,4824.2
2017-10-11,5852.78,4814.98,4824.2,5824.71
2017-10-14,5862.69,5448.22,5824.71,5598.58
2017-10-17,6075.32,5114.87,5598.58,5993.11
2017-10-20,6187.2,5644.22,5993.11,5903.61
2017-10-23,5970.4,5375.64,5903.61,5887.61
2017-10-26,6295.43,5654.8,5887.62,6147.52
2017-10-29,6738.74,6018.97,6147.7,6737.78
2017-11-01,7492.24,6737.77,6737.78,7363.8
2017-11-04,7599.44,6934.73,7363.8,7102.75
2017-11-07,7869.1,6406.05,7102.23,6565.8
2017-11-10,6821.5,5493.64,6565.8,6522.45
2017-11-13,7964.64,6419.18,6522.45,7853.68
2017-11-16,8100.87,7458.9,7853.68,8042.64
2017-11-19,8368.36,7819.06,8042.64,8234.55
2017-11-22,8761.98,7900.17,8234.5,8754.69
2017-11-25,9969.58,8746.56,8754.62,9906.04
2017-11-28,11417.84,8938.7,9906.04,10861.47
2017-12-01,11851.09,10578.43,10861.47,11623.91
2017-12-04,16879.26,11486.13,11624.37,16850.31
2017-12-07,17294.85,13031,16867.98,15059.6
2017-12-10,17560.65,15024.56,15060.45,16286.82
2017-12-13,19587.7,16023.64,16286.82,19345.49
2017-12-16,19870.62,16812.8,19346.6,17523.7
2017-12-19,17813.6,10875.71,17521.73,13664.97
2017-12-22,15493.23,12166.45,13664.97,13833.49
2017-12-25,16514.59,13466.07,13830.19,14398.7
2017-12-28,15109.81,11962.09,14398.45,13850.4
2017-12-31,15435.01,12877.67,13850.49,15156.62
2018-01-03,17252.85,14244.67,15156.49,17172.3
2018-01-06,17184.81,13902.31,17174.5,14468.5
2018-01-09,14979.96,12825.95,14468.09,13841.19
2018-01-12,14595.04,13031.91,13841.19,13631.98
2018-01-15,13648.84,9205.38,13634.6,11175.52
2018-01-18,13031.04,10867.18,11175.52,11549.93
2018-01-21,11913.74,9980.5,11549.98,11429.02
2018-01-24,11741.92,10346.86,11428.11,11459.71
2018-01-27,12064.19,9871.21,11460.39,10107.26
2018-01-30,10377.96,7786.2,10107.4,8870.82
2018-02-02,9504.37,6627.31,8872.87,6937.08
2018-02-05,8643.94,5968.36,6936.43,8260.69
2018-02-08,9081.49,7775.36,8259.26,8084.61
2018-02-11,9508.22,8084.41,8084.61,9485.64
