Date,High,Low,Open,Close
2018-02-14,11119.45,9363.38,9485.64,11097.21
2018-02-17,11802.23,10161.01,11097.21,11256.43
2018-02-20,11295.58,9604,11256.78,10175.51
2018-02-23,10528,9329.44,10175.51,10326.5
2018-02-26,11090.3,10154.24,10326.5,10929.37
2018-03-01,11539.79,10801.45,10929.37,11504.42
2018-03-04,11694.15,9470.73,11503.94,9928.56
2018-03-07,10119.21,8393.45,9928.56,8797.27
2018-03-10,9907.41,8484.32,8797.27,9160.12
2018-03-13,9360.66,7698.47,9160.12,8032.09
